emotion;text;rand
sadness;i feel broke inside but i won t admit sometimes i just wanna hide because it s you i miss and it s so hard to say goodbye ever when you are where you are are you looking down upon me;0.993484215
sadness;i feel that lauterbach was victimized again and again;0.479954407
sadness;i am somelike feeling empty putting myself somehow but all i see is a glass of anyhow;0.017848231
disgust;"When I entered the dissecting room for the first time. I think I 
felt disgusted mainly because of the bad smell of formaline.";0.734156953
anger;ive been having some health problems amp feeling kinda cranky lately amp it seems things are just getting a little out of control;0.458636725
sadness;i had never really thought about it but as john pulled off santa monica boulevard and drove past the parking booth and up the ramp towards the private car park i could not help but feel a little disappointed;0.371807351
sadness;i don t have any social stuff but i do feel really stressed out at work over ridiculously little things but the stress is still real i realise that i still feel like crying a lot of the time when i m there and that s what i m eating to suppress;0.617379373
sadness;i aku ni bila tengok you talked to other girls saying something that hurts my feelings intentionally or not you ignored me and stuffs;0.160085639
disgust;When my sister's boyfriend accused her of having been sleeping around.;0.557465045
anger;i knew that feeling and i felt disgusted at myself for feeling it;0.552843695
sadness;i dont know i feel so lost;0.427281347
surprise;i am in the middle of silk and feeling amazed by the power of the words written with such economy and richness;0.137270554
surprise;i feel i wasn t as surprised as i thought i would be to find out that i was baby lagged;0.227580564
fear;i feel strange a href http constantfunk;0.844086924
sadness;i think about it i feel guilty that my profession remains so blind;0.516256342
anger;i got there early enough to set up a transition area warm up and not feel rushed;0.408314134
disgust;"Being on view in a meat-factory. Pigs being cut open, pigs being 
suspended from nods, blood everywhere, decompsition.";0.855858163
disgust;"Every time I meet a certain person. We cannot get on well 
together, we dislike each other.";0.157923037
disgust;"Grandfather lives in a home for the elderly. He always looks 
forward to visits. On his birthday (by coincidence it was on 
""Mummy's day"") however, nobody went to see him. Is the own family 
more important than grandfather ?";0.592871837
anger;i feel like i was being tortured;0.578346435
anger;i think i am feeling more the after effects of being in bed too long than the cold;0.799918931
surprise;i was feeling and once again told me how surprised everyone was that i was doing so well considering everything my body had gone through monday;0.739891189
surprise;i feel people are curious to human clones and it attracts an audience quickly;0.345484492
anger;i am strangely drawn to you why should i feel love for a heartless bastard;0.54647547
fear;i wanna do but due to my current place i feel inhibited;0.583130169
joy;i feel so lucky that ive never really struggled with my weight or body image;0.6832965
sadness;im idle i feel useless;0.869241047
fear;i might have spent the first months feeling a bit like a frightened rabbit there was just so much to learn;0.889206359
disgust;"When some friends and I get acquainted a guy during vacations I 
thought he was disgusted and ""a friend"" of mine for whom I feel a 
little disgust wanted to stay with him.";0.106012389
sadness;i had been feeling a little drained spiritually and i was praying for god to refresh and revive my spirit and enable me to spend more time with him;0.829591847
fear;i liked cathica better i might feel some sympathy for her having her world view shaken by the doctor s questions but since i don t like her hellip;0.740968022
joy;i feel that he is actually very adventurous leh;0.826655287
sadness;i feel awful that it wasnt ready before you were born but it is coming together and it is beautiful;0.859750086
surprise;i was feeling dazed actually;0.259103119
disgust;"When I was young, one day in the car we fell sick and ended up 
vomitting on each other.";0.480391161
