text;emo
i was pregnant with my first i remember thinking a lot that i didn t have to feel so sentimental about the time passing so quickly because there would be another pregnancy yes i am one of those crazy people that loves being pregnant;sadness
i needed supportive caring understanding loving he made me feel i broke up with him because despite it all i could tell he was stressed and whatever place i held in his heart before i no longer kept;sadness
i like that these type of assumptions because it makes me feels a bit more positive;joy
i just sort of feel lame in comparison to other bloggers;sadness
i chose to share that little personal snippet in my phone because i know i m not the only one that feels this way and i know i m not the only one that was petrified to face it;fear
i remember a totally different feel having been a faithful dukes watcher growing up;joy
ive found myself at the other end of it all i feel like i missed out on winter;sadness
i have been feeling discouraged lately but a quick visit from my sister and nephew this weekend definitely cheered me up;sadness
i am feeling sorry for myself because someone made fun of my outfit;sadness
i feel uncertain and not entirely safe;fear
i feel like the audience is smart enough and knows the characters well enough to figure out who were reading;joy
